author_key,author_name,cover_edition_key,cover_i,ebook_access,edition_count,first_publish_year,has_fulltext,ia,ia_collection,key,language,public_scan_b,title,lending_edition_s,lending_identifier_s,series_key,series_name,series_position,subtitle,id_standard_ebooks,id_project_gutenberg,id_wikisource,id_librivox,genre
"['OL7773449A', 'OL7773448A', 'OL10019802A', 'OL10019803A']","['Scare Street', 'David Longhorn', 'Anne Lao', 'Ian Fortey']",,,no_ebook,2,2022.0,False,,,/works/OL28143000W,['eng'],False,Demon Boy,,,,,,,,,,,thriller
['OL8291723A'],['M. A. Koontz'],,,no_ebook,2,2017.0,False,,,/works/OL28046522W,['eng'],False,Shards of Trust,,,,,,,,,,,thriller
['OL7526180A'],['John McNellis'],,,no_ebook,2,2022.0,False,,,/works/OL28722202W,['eng'],False,O'Brien's Law,,,,,,,,,,,thriller
['OL7546226A'],['Bobby Akart'],,,no_ebook,2,2020.0,False,,,/works/OL28607738W,,False,New Madrid Earthquake,,,,,,,,,,,thriller
"['OL7473640A', 'OL2003858A']","['Sean Platt', 'David W. Wright']",,,no_ebook,2,2019.0,False,,,/works/OL28940874W,['eng'],False,Emily's List,,,,,,,,,,,thriller
['OL10682907A'],['A. M. Geever'],,,no_ebook,2,2022.0,False,,,/works/OL28864588W,['eng'],False,Undead Menagerie,,,,,,,,,,,thriller
['OL10320912A'],['R. R. Coleman'],,,no_ebook,2,2022.0,False,,,/works/OL28892601W,['eng'],False,Complicit,,,,,,,,,,,thriller
['OL7786057A'],['Aime Austin'],,,no_ebook,2,2023.0,False,,,/works/OL28880373W,['eng'],False,Without Consent,,,,,,,,,,,thriller
['OL8367106A'],['Stefano Lanciotti'],,,no_ebook,2,2019.0,False,,,/works/OL30195639W,['ita'],False,Nemesis,,,,,,,,,,,thriller
['OL7471377A'],['Steven Konkoly'],,,no_ebook,2,2014.0,False,,,/works/OL30248276W,['eng'],False,Point of Crisis,,,,,,,,,,,thriller
['OL7678678A'],['Ditter Kellen'],,,no_ebook,2,2016.0,False,,,/works/OL30279787W,['eng'],False,Rise of Vlad,,,,,,,,,,,thriller
['OL8444451A'],['Dusty Sharp'],,,no_ebook,2,2018.0,False,,,/works/OL29801149W,['eng'],False,Blood Out,,,,,,,,,,,thriller
['OL9114840A'],['Karen Botha'],,,no_ebook,2,2018.0,False,,,/works/OL29729274W,['eng'],False,Naked Souls,,,,,,,,,,,thriller
['OL11080604A'],['and Sathiya'],,,no_ebook,2,2019.0,False,,,/works/OL30114106W,['eng'],False,Imprint,,,,,,,,,,,thriller
['OL4765693A'],['Jack Dillon'],,,no_ebook,2,2017.0,False,,,/works/OL30102336W,['eng'],False,WIRE Tap,,,,,,,,,,,thriller
['OL7941143A'],['Lawrence De Maria'],OL40820311M,14682664.0,no_ebook,2,2017.0,False,,,/works/OL29655362W,['eng'],False,Madman's Thirst,,,,,,,,,,,thriller
['OL3301255A'],['J. Wagner'],,,no_ebook,2,2018.0,False,,,/works/OL29508826W,['ger'],False,Teufel Spielt Mit Uns,,,,,,,,,,,thriller
['OL7960698A'],['Matthew Copes'],,,no_ebook,2,2018.0,False,,,/works/OL29510977W,['eng'],False,Charm City Soul,,,,,,,,,,,thriller
['OL5566707A'],['Dan Taylor'],,,no_ebook,2,2015.0,False,,,/works/OL29437360W,['eng'],False,Kiss Hidden Lies,,,,,,,,,,,thriller
['OL3472455A'],"[""Betty L'Ursula""]",,,no_ebook,2,2012.0,False,,,/works/OL30493015W,['eng'],False,Grandma's House,,,,,,,,,,,thriller
['OL2378194A'],['A. R. Shaw'],,,no_ebook,2,2020.0,False,,,/works/OL30529645W,['eng'],False,Wayward State,,,,,,,,,,,thriller
['OL3088892A'],['James Swallow'],,,no_ebook,2,2019.0,False,,,/works/OL30500254W,,False,Shadow,,,,,,,,,,,thriller
['OL9932866A'],['E. D. Thompson'],OL38801695M,14765672.0,no_ebook,2,2022.0,False,,,/works/OL28351789W,['eng'],False,Closing In,,,,,,,,,,,thriller
['OL7693846A'],['Lorraine Evanoff'],,,no_ebook,2,2021.0,False,,,/works/OL26663872W,['eng'],False,Devil's Ledger,,,,,,,,,,,thriller
['OL7149665A'],['Marc Cameron'],,,no_ebook,2,2022.0,False,,,/works/OL27414457W,['eng'],False,Stone Cross,,,,,,,,,,,thriller
['OL2178601A'],['Mark Caine'],,,no_ebook,2,2021.0,False,,,/works/OL27651723W,['ger'],False,Die Akte Coreolanus,,,,,,,,,,,thriller
['OL10320912A'],['R. R. Coleman'],,,no_ebook,2,2022.0,False,,,/works/OL27630249W,['eng'],False,Neighborly,,,,,,,,,,,thriller
['OL8106902A'],['Avanti Centrae'],,,no_ebook,2,2022.0,False,,,/works/OL27687253W,,False,The Doomsday Medallion,,,,,,,,,,,thriller
['OL3188509A'],['E. J. Wood'],,,no_ebook,2,2021.0,False,,,/works/OL27908627W,['eng'],False,Amalie,,,,,,,,,,,thriller
"['OL7773226A', 'OL5166487A']","['Lynne Gentry', 'Lisa Harris']",,,no_ebook,2,2020.0,False,,,/works/OL27876397W,['eng'],False,Port of Origin,,,,,,,,,,,thriller
['OL7641854A'],['Dharma Kelleher'],,,no_ebook,2,2022.0,False,,,/works/OL27870481W,['eng'],False,Road Rash,,,,,,,,,,,thriller
['OL7671573A'],['Jen Blood'],,,no_ebook,2,2015.0,False,,,/works/OL27708409W,,False,Midnight Lullaby,,,,,,,,,,,thriller
['OL8101418A'],['Rob Lofthouse'],,,no_ebook,2,2018.0,False,,,/works/OL27409333W,['eng'],False,Sheer Nerve,,,,,,,,,,,thriller
['OL1435615A'],['Paul Goldstein'],,,printdisabled,2,2012.0,True,['bwb_W9-DBX-880'],"['internetarchivebooks', 'printdisabled']",/works/OL27438471W,['eng'],False,Havana Requiem,,,,,,,,,,,thriller
"['OL10285352A', 'OL7990303A']","['Tanja Bartsch', 'Scott Medbury']",,,no_ebook,2,2020.0,False,,,/works/OL27551669W,['ger'],False,Auf der Flucht,,,,,,,,,,,thriller
['OL10304090A'],['Derek Feeser'],,,no_ebook,2,2022.0,False,,,/works/OL27559328W,['eng'],False,Virtuous Sins,,,,,,,,,,,thriller
['OL10165105A'],['J. R. Pestel'],,,no_ebook,2,2018.0,False,,,/works/OL27114902W,['eng'],False,Confessional,,,,,,,,,,,thriller
['OL8112354A'],['S. A. Dunphy'],,,no_ebook,2,2023.0,False,,,/works/OL29333407W,['eng'],False,Helpdesk,,,,,,,,,,,thriller
['OL10137083A'],['Kate Bold'],OL42779001M,14677696.0,no_ebook,2,2022.0,False,,,/works/OL31148043W,['eng'],False,Killing Hour (an Alexa Chase Suspense Thriller-Book 3),,,,,,,,,,,thriller
['OL3787031A'],['Richard Laws'],,,no_ebook,2,2022.0,False,,,/works/OL31184324W,['eng'],False,Causing Interference,,,,,,,,,,,thriller
['OL8380098A'],['Alan Refkin'],,,no_ebook,2,2022.0,False,,,/works/OL31131855W,['eng'],False,Chase,,,,,,,,,,,thriller
['OL7692622A'],['G.K. Parks'],,,no_ebook,2,2021.0,False,,,/works/OL31206165W,,False,High Risk,,,,,,,,,,,thriller
['OL8445526A'],['Kendall Talbot'],,,no_ebook,2,2020.0,False,,,/works/OL30737215W,['eng'],False,First Fate,,,,,,,,,,,thriller
['OL8445526A'],['Kendall Talbot'],,,no_ebook,2,2020.0,False,,,/works/OL30870472W,['eng'],False,Feral Fate,,,,,,,,,,,thriller
['OL11286734A'],['Sonia ALCIONE'],,,no_ebook,2,2021.0,False,,,/works/OL30855357W,['ita'],False,Collana Di Perle Nere,,,,,,,,,,,thriller
['OL38534A'],['Neal Barrett'],OL7644272M,403425.0,no_ebook,2,1997.0,False,,,/works/OL543441W,['eng'],False,WARRIORS REVENGE SPIDER MAN SUPER THRILLER 8,,,,,,,,,,,thriller
['OL9191240A'],['Robert W Fisk'],OL32335297M,10957299.0,no_ebook,2,2018.0,False,,,/works/OL24412948W,,False,Entrenched Beliefs,,,,,,,,,,,thriller
['OL7675565A'],['Brandt Legg'],OL31963117M,10641656.0,no_ebook,2,2019.0,False,,,/works/OL24201843W,['eng'],False,Chasing Wind,,,,,,,,,,,thriller
['OL7808875A'],['Rachel Amphlett'],OL32682329M,11307828.0,no_ebook,2,2014.0,False,,,/works/OL24630526W,['eng'],False,Before Nightfall,,,,,,,,,,,thriller
['OL7675565A'],['Brandt Legg'],OL32743421M,11369753.0,no_ebook,2,2019.0,False,,,/works/OL24670494W,['eng'],False,Chasing Fire,,,,,,,,,,,thriller
['OL9397248A'],['Izaz Khan'],OL33136907M,11840877.0,no_ebook,2,2011.0,False,,,/works/OL24928765W,['eng'],False,Payback,,,,,,,,,,,thriller
['OL3398894A'],['CJ Lyons'],OL32983561M,11611785.0,no_ebook,2,2017.0,False,,,/works/OL24820020W,,False,Kill Zone,,,,,,,,,,,thriller
['OL7675565A'],['Brandt Legg'],OL32073923M,10725713.0,no_ebook,2,2015.0,False,,,/works/OL24245676W,,False,The Last Librarian,,,,,,,,,,,thriller
['OL7675565A'],['Brandt Legg'],OL31858626M,10545004.0,no_ebook,2,2020.0,False,,,/works/OL24146252W,['eng'],False,Chasing Life,,,,,,,,,,,thriller
['OL7546226A'],['Bobby Akart'],OL32621213M,11256345.0,no_ebook,2,2016.0,False,,,/works/OL24594923W,,False,False Flag,,,,,,,,,,,thriller
['OL3008239A'],['Tracy Wilson'],OL32958830M,11571863.0,no_ebook,2,2020.0,False,,,/works/OL24804828W,['eng'],False,Twisted Beautiee 2,,,,,,,,,,,thriller
['OL9208853A'],['Demetrius Jackson'],OL32955884M,11569586.0,no_ebook,2,2020.0,False,,,/works/OL24803299W,,False,Driftwood Springs,,,,,,,,,,,thriller
['OL7546226A'],['Bobby Akart'],OL32680077M,11306031.0,no_ebook,2,2018.0,False,,,/works/OL24629183W,,False,Doomsday Haven,,,,,,,,,,,thriller
['OL2842421A'],"[""Ian O'Connor""]",OL34984731M,13205356.0,no_ebook,2,2021.0,False,,,/works/OL25920074W,['eng'],False,Point Option,,,,,,,,,,,thriller
['OL461725A'],['Lee Jackson'],,,no_ebook,2,2019.0,False,,,/works/OL25882419W,['eng'],False,Fahrenheit Kuwait,,,,,,,,,,,thriller
['OL3008239A'],['Tracy Wilson'],,,no_ebook,2,2020.0,False,,,/works/OL25895912W,['eng'],False,Twisted Beautiee 4,,,,,,,,,,,thriller
['OL4346720A'],['Karl Hill'],,,no_ebook,2,2020.0,False,,,/works/OL25806510W,['eng'],False,Violation,,,,,,,,,,,thriller
['OL9762404A'],['Duncan Brockwell'],,,no_ebook,2,2021.0,False,,,/works/OL25806548W,['eng'],False,Mr Invisible,,,,,,,,,,,thriller
['OL2427580A'],['Charles Harris'],OL38052519M,14697746.0,no_ebook,2,2020.0,False,,,/works/OL25806563W,['eng'],False,Room 15,,,,,,,,,,,thriller
['OL9762421A'],['Marrisse Whittaker'],OL36394526M,14070680.0,no_ebook,2,2021.0,False,,,/works/OL25806611W,['eng'],False,Magpie,,,,,,,,,,,thriller
['OL8022168A'],['Heleyne Hammersley'],,,no_ebook,2,2019.0,False,,,/works/OL25806617W,['eng'],False,Bad Seed,,,,,,,,,,,thriller
['OL9762413A'],['D. C. Brockwell'],OL36360028M,14780533.0,no_ebook,2,2020.0,False,,,/works/OL25806655W,['eng'],False,Bad Blood,,,,,,,,,,,thriller
['OL9762440A'],['Lesley Walsh'],,,no_ebook,2,2018.0,False,,,/works/OL25806713W,['eng'],False,In the Blood,,,,,,,,,,,thriller
['OL9081950A'],['Liam Hanson'],,,no_ebook,2,2021.0,False,,,/works/OL25806720W,['eng'],False,Isla's Missing,,,,,,,,,,,thriller
['OL3008239A'],['Tracy Wilson'],,,no_ebook,2,2020.0,False,,,/works/OL25889946W,['eng'],False,Twisted Beautiee 3,,,,,,,,,,,thriller
"['OL248687A', 'OL389229A']","['Warren Adler', 'James C. Humes']",,,no_ebook,2,2013.0,False,,,/works/OL25681501W,['eng'],False,Target Churchill,,,,,,,,,,,thriller
['OL3233918A'],['Rebecca Hamilton'],,,no_ebook,2,2021.0,False,,,/works/OL25611764W,['eng'],False,Trail Marked,,,,,,,,,,,thriller
['OL8495660A'],['T. M. Parris'],,,no_ebook,2,2020.0,False,,,/works/OL25443954W,['eng'],False,Moscow Honey,,,,,,,,,,,thriller
['OL9647660A'],['Juwon Abiola'],,,no_ebook,2,2020.0,False,,,/works/OL25531406W,['eng'],False,Rogue Hand,,,,,,,,,,,thriller
['OL2651673A'],['James Quinn'],OL33900387M,12011100.0,no_ebook,2,2021.0,False,,,/works/OL25313219W,['eng'],False,Berlin Reload,,,,,,,,,,,thriller
['OL9581406A'],['Guy Morpuss'],OL33938298M,14681390.0,no_ebook,2,2021.0,False,,,/works/OL25334302W,['eng'],False,Five Minds,,,,,,,,,,,thriller
['OL452369A'],['Hilary Norman'],,,no_ebook,2,2017.0,False,,,/works/OL26331887W,['eng'],False,Whirlwind,,,,,,,,,,,thriller
['OL8648719A'],['Joe Edd Morris'],OL35423127M,12264809.0,no_ebook,2,2021.0,False,,,/works/OL26263227W,,False,The Lost Page,,,,,,,,,,,thriller
['OL3008239A'],['Tracy Wilson'],,,no_ebook,2,2020.0,False,,,/works/OL25892971W,['eng'],False,Twisted Beautiee 5,,,,,,,,,,,thriller
"['OL8106737A', 'OL8355052A']","['Jack Arbor', 'Martha Hayes']",,,no_ebook,2,2020.0,False,,,/works/OL25904138W,['eng'],False,Abyss,,,,,,,,,,,thriller
['OL9663309A'],['Robert W. Fisk'],,,no_ebook,2,2021.0,False,,,/works/OL25984371W,['eng'],False,Staying Alive,,,,,,,,,,,thriller
['OL8367106A'],['Stefano Lanciotti'],,,no_ebook,2,2019.0,False,,,/works/OL26009984W,['ita'],False,Hydra,,,,,,,,,,,thriller
['OL2924291A'],['Jane Isaac'],,,no_ebook,2,2022.0,False,,,/works/OL25812179W,['eng'],False,Evil Intent (the DCI Helen Lavery Thrillers Book 4),,,,,,,,,,,thriller
['OL3854948A'],['Anita Waller'],,,no_ebook,2,2021.0,False,,,/works/OL25805572W,['eng'],False,Blood Red,,,,,,,,,,,thriller
['OL9753152A'],['A. M. Peacock'],OL38045253M,14245580.0,no_ebook,2,2018.0,False,,,/works/OL25787226W,['eng'],False,Open Grave,,,,,,,,,,,thriller
['OL7675565A'],['Brandt Legg'],OL35280936M,12093711.0,no_ebook,2,2020.0,False,,,/works/OL26138943W,['eng'],False,Chasing Risk,,,,,,,,,,,thriller
"['OL8105684A', 'OL7786057A']","['Dan McGowan', 'Aime Austin']",,,no_ebook,2,2018.0,False,,,/works/OL26042686W,['eng'],False,Kidnapped,,,,,,,,,,,thriller
['OL7699408A'],['Kenneth Eade'],,,no_ebook,2,2020.0,False,,,/works/OL25591611W,['eng'],False,Evil Trade,,,,,,,,,,,thriller
['OL7600061A'],['Umar Quadeer'],OL32500266M,11153126.0,no_ebook,2,2017.0,False,,,/works/OL24522570W,['eng'],False,Her Hidden Secrets,,,,,,,,,,,thriller
['OL7471377A'],['Steven Konkoly'],OL33334373M,11956602.0,no_ebook,2,2014.0,False,,,/works/OL25069054W,,False,EVENT HORIZON,,,,,,,,,,,thriller
['OL9795347A'],['D. Marshall Craig'],,,no_ebook,2,2022.0,False,,,/works/OL26823427W,['eng'],False,Hiden Agendas,,,,,,,,,,,thriller
['OL7786057A'],['Aime Austin'],,,no_ebook,2,2022.0,False,,,/works/OL26942624W,['eng'],False,Outcry Witness,,,,,,,,,,,thriller
"['OL7773449A', 'OL7773448A', 'OL10019802A', 'OL10019803A']","['Scare Street', 'David Longhorn', 'Anne Lao', 'Ian Fortey']",,,no_ebook,2,2021.0,False,,,/works/OL26611178W,['eng'],False,Blood Bargain,,,,,,,,,,,thriller
['OL3051376A'],['Matthew Evans'],,,no_ebook,2,2021.0,False,,,/works/OL26650963W,['eng'],False,Chasing Shadows,,,,,,,,,,,thriller
['OL4172083A'],['Gary Van Haas'],OL13074080M,3351871.0,no_ebook,2,2000.0,False,,,/works/OL10201631W,['eng'],False,The Ikon,,,,,,,,,,,thriller
"['OL6491964A', 'OL19842A']","['Glen Meade', 'Glenn Meade']",OL9025432M,1000235.0,printdisabled,2,1994.0,True,['unternehmenbrand0000glen'],"['internetarchivebooks', 'printdisabled']",/works/OL13635489W,['ger'],False,Unte rnehmen Brandenburg,,,,,,,,,,,thriller
['OL2636492A'],['David Young'],,,no_ebook,2,2016.0,False,,,/works/OL34619962W,,False,Stasi Child,,,,,,,,,,,thriller
['OL7171456A'],['Conrad Jones'],OL47131710M,13525030.0,no_ebook,2,2022.0,False,,,/works/OL34780710W,,False,The Journey,,,,,,,,,,,thriller
"['OL2815052A', 'OL10208122A']","['Michael Balter', 'Sarah Meiers']",,,no_ebook,2,2023.0,False,,,/works/OL35754050W,['eng'],False,Chasing Money,,,,,,,,,,,thriller
['OL7707945A'],['Sandra Olson'],,,no_ebook,2,2013.0,False,,,/works/OL35890701W,['eng'],False,Behind Prison Bars,,,,,,,,,,,thriller
['OL7977934A'],['John Ellsworth'],,,no_ebook,2,2021.0,False,,,/works/OL35866458W,['eng'],False,near Death Experience,,,,,,,,,,,thriller
['OL11786072A'],['Frank Costanza'],,,no_ebook,2,2023.0,False,,,/works/OL35743353W,['eng'],False,Certain Evil,,,,,,,,,,,thriller
['OL7616687A'],['Ed Gorman'],,,no_ebook,2,2000.0,False,,,/works/OL34717596W,['eng'],False,Blood Game,,,,,,,,,,,thriller
['OL10471194A'],['Mark Shaiken'],,,no_ebook,2,2023.0,False,,,/works/OL36328993W,['eng'],False,Cram Down,,,,,,,,,,,thriller
['OL388145A'],['Michael Robertson'],,,no_ebook,2,2015.0,False,,,/works/OL36154585W,['eng'],False,Alpha Plague,,,,,,,,,,,thriller
['OL10531527A'],['K. J. Sutherland'],,,no_ebook,2,2023.0,False,,,/works/OL37850341W,['eng'],False,Uniform Justice,,,,,,,,,,,thriller
['OL7129248A'],['Deron R. Hicks'],,,no_ebook,2,2024.0,False,,,/works/OL37576680W,['eng'],False,Dark Skies Mystery,,,,,,,,,,,thriller
['OL4739893A'],['William Bernhardt'],,,no_ebook,2,2012.0,False,,,/works/OL37596595W,['eng'],False,Midnight Before Christmas,,,,,,,,,,,thriller
['OL7925787A'],['Lyle Nicholson'],,,no_ebook,2,2022.0,False,,,/works/OL34258184W,['eng'],False,Hostage Game,,,,,,,,,,,thriller
"['OL13208358A', 'OL9935406A', 'OL8384275A']","['Scott Cottrell', 'Nancy Laning', 'Raeghan Rebstock']",,,no_ebook,2,2023.0,False,,,/works/OL36740720W,['eng'],False,When Chaos Reigns,,,,,,,,,,,thriller
['OL7778853A'],['Kristi Belcamino'],,,no_ebook,2,2021.0,False,,,/works/OL36393429W,['eng'],False,Deadly Justice,,,,,,,,,,,thriller
['OL5723590A'],['Edith Parzefall'],,,no_ebook,2,2013.0,False,,,/works/OL36669475W,['ger'],False,Die Streuner Von Rio,,,,,,,,,,,thriller
['OL3112126A'],['Ernest Dempsey'],,,no_ebook,2,2023.0,False,,,/works/OL36491573W,['eng'],False,Thief's Honor,,,,,,,,,,,thriller
['OL8351390A'],['Sharn Hutton'],,,no_ebook,2,2016.0,False,,,/works/OL35933624W,['eng'],False,It's Killing Jerry,,,,,,,,,,,thriller
['OL9142932A'],['Louise Sharland'],,,no_ebook,2,2024.0,False,,,/works/OL38381018W,['eng'],False,Vengeance Street,,,,,,,,,,,thriller
['OL44852A'],['Paul Reakes'],,,no_ebook,2,1978.0,False,,,/works/OL145328W,['eng'],False,Act of Murder,,,,,,,,,,,thriller
['OL2688707A'],['R. Barri Flowers'],,,no_ebook,2,2011.0,False,,,/works/OL39922140W,['eng'],False,Justice Served,,,,,,,,,,,thriller
['OL1011796A'],['Martin Roth'],,,no_ebook,2,2013.0,False,,,/works/OL39776957W,['eng'],False,Military Orders,,,,,,,,,,,thriller
['OL1011796A'],['Martin Roth'],,,no_ebook,2,2013.0,False,,,/works/OL39834336W,['eng'],False,Maria Kannon,,,,,,,,,,,thriller
['OL2653221A'],['Julie Barnes'],,,no_ebook,2,2024.0,False,,,/works/OL38669920W,['eng'],False,From the Depths,,,,,,,,,,,thriller
['OL13813356A'],['Darcy McDaniel'],,,no_ebook,2,2024.0,False,,,/works/OL38378498W,['eng'],False,Mountain of Secrets,,,,,,,,,,,thriller
['OL10826804A'],['Timothy Fagan'],,,no_ebook,2,2024.0,False,,,/works/OL38664043W,['eng'],False,Havana Fear,,,,,,,,,,,thriller
['OL7693070A'],['Lorne Dixon'],,,no_ebook,2,2009.0,False,,,/works/OL38091170W,['eng'],False,Snarl,,,,,,,,,,,thriller
['OL3319206A'],['Chris Allen'],,,no_ebook,2,2016.0,False,,,/works/OL42558760W,['eng'],False,Avenger,,,,,,,,,,,thriller
['OL2623877A'],['Matt James'],OL45175871M,13123194.0,no_ebook,2,2021.0,False,,,/works/OL33279935W,,False,THE DORADO DECEPTION,,,,,,,,,,,thriller
['OL5797534A'],['Richard Beeson'],,,no_ebook,2,2010.0,False,,,/works/OL33006045W,['eng'],False,Stonewall's head,,,,,,,,,,,thriller
['OL12237795A'],['MARJORIE P. KATZ'],OL51490988M,15079667.0,borrowable,2,1979.0,True,['thrillerstalesof0000marj'],"['inlibrary', 'internetarchivebooks', 'printdisabled']",/works/OL33809567W,['eng'],False,THRILLERS TALES OF MYSTERY AND TERROR~EDGAR ALLAN POE,OL51490988M,thrillerstalesof0000marj,,,,,,,,,thriller
['OL6852089A'],['Douglas Pratt'],,,no_ebook,2,2022.0,False,,,/works/OL31074567W,['eng'],False,White Coral,,,,,,,,,,,thriller
['OL11367417A'],['Luca Storm'],,,no_ebook,2,2022.0,False,,,/works/OL31114868W,['eng'],False,Ruthless Alliance,,,,,,,,,,,thriller
['OL6852089A'],['Douglas Pratt'],,,no_ebook,2,2020.0,False,,,/works/OL31154950W,['eng'],False,Diamond Reef,,,,,,,,,,,thriller
['OL480364A'],['Ray Cooney'],,,no_ebook,2,1970.0,False,,,/works/OL3078569W,['eng'],False,My giddy aunt,,,,,,,,,,,thriller
['OL10284637A'],['Marc R. Soto'],,,no_ebook,2,2020.0,False,,,/works/OL30716697W,['spa'],False,Malas Influencias,,,,,,,,,,,thriller
['OL475664A'],['Joseph P. Rogers'],OL10713909M,5072360.0,no_ebook,2,2007.0,False,,,/works/OL3061817W,['eng'],False,The Snow Maiden,,,,,,,,,,,thriller
"['OL2805398A', 'OL2796234A']","['Hayley Mitchell', 'Anne Roberts']",,,no_ebook,2,2020.0,False,,,/works/OL30611784W,['eng'],False,Community Killing,,,,,,,,,,,thriller
['OL8716429A'],['Marcos Nieto Pallarés'],,,no_ebook,2,2021.0,False,,,/works/OL30903414W,['spa'],False,Choque de Asesinos : (Thriller Policiaco de Misterio y Suspense),,,,,,,,,,,thriller
['OL8380098A'],['Alan Refkin'],,,no_ebook,2,2022.0,False,,,/works/OL29218224W,['eng'],False,Cabal,,,,,,,,,,,thriller
['OL7731050A'],['Camille Picott'],,,no_ebook,2,2020.0,False,,,/works/OL29191822W,['eng'],False,Snipers,,,,,,,,,,,thriller
['OL10407967A'],['Iris Marsh'],,,no_ebook,2,2022.0,False,,,/works/OL32049904W,,False,Illuminated,,,,,,,,,,,thriller
['OL2986844A'],['L. K. Sharma'],,,no_ebook,2,2023.0,False,,,/works/OL34507276W,['eng'],False,Very British Coup,,,,,,,,,,,thriller
['OL10682907A'],['A. M. Geever'],,,no_ebook,2,2023.0,False,,,/works/OL34061470W,['eng'],False,Undead Sanctuary,,,,,,,,,,,thriller
['OL3088892A'],['James Swallow'],,,no_ebook,2,2019.0,False,,,/works/OL21215706W,['eng'],False,Shadow,,,,,,,,,,,thriller
['OL246030A'],['Trevor Scott'],,,no_ebook,2,2008.0,False,,,/works/OL21426325W,['eng'],False,Cold Edge,,,,,,,,,,,thriller
['OL8304920A'],['Rob Ashman'],,,no_ebook,2,2018.0,False,,,/works/OL21707224W,['eng'],False,Suspended Retribution,,,,,,,,,,,thriller
['OL7500196A'],['Victor Bertolaccini'],,,no_ebook,2,2010.0,False,,,/works/OL21744742W,['eng'],False,Sicilian Scenario,,,,,,,,,,,thriller
['OL1452233A'],['Gregg Loomis'],OL31025368M,12810178.0,printdisabled,2,2012.0,True,['catharsecretlang0000loom'],"['internetarchivebooks', 'printdisabled']",/works/OL21747957W,['eng'],False,Cathar Secret,,,,,,,,,,,thriller
['OL8117983A'],['Sarah Flint'],OL36224908M,14527520.0,printdisabled,2,2017.0,True,['trophytaker0000flin_f9x3'],"['internetarchivebooks', 'printdisabled']",/works/OL21206232W,['eng'],False,Trophy Taker,,,,,,,,,,,thriller
['OL1425231A'],['Craig Russell'],,,no_ebook,2,2011.0,False,,,/works/OL21205171W,['eng'],False,Deep Dark Sleep,,,,,,,,,,,thriller
['OL7833160A'],['Audrey Erskine-Lindop'],OL30787544M,10502181.0,no_ebook,2,2017.0,False,,,/works/OL22860257W,['ger'],False,Von Mäusen und Mördern,,,,,,,,,,,thriller
['OL2644324A'],['Keith Houghton'],OL29226766M,10381673.0,no_ebook,2,2013.0,False,,,/works/OL21546032W,['eng'],False,Killing Hope,,,,,,,,,,,thriller
['OL475664A'],['Joseph P. Rogers'],,,no_ebook,2,2011.0,False,,,/works/OL21463300W,['eng'],False,Powers That Be,,,,,,,,,,,thriller
['OL14747679A'],['John Bishop'],,,no_ebook,2,2020.0,False,,,/works/OL21911073W,['eng'],False,Act of Murder,,,,,,,,,,,thriller
['OL8372586A'],['Roman Koidl'],,,no_ebook,2,2020.0,False,,,/works/OL21913648W,['eng'],False,Devil's Game,,,,,,,,,,,thriller
['OL8357226A'],['Florent Bick'],,,no_ebook,2,2019.0,False,,,/works/OL21874208W,['fre'],False,Chair de L'ogre,,,,,,,,,,,thriller
['OL7977332A'],['Val Penny'],OL30374790M,10452281.0,no_ebook,2,2018.0,False,,,/works/OL22299140W,,False,Hunter's Revenge,,,,,,,,,,,thriller
['OL6161820A'],['Craig Robertson'],OL29037389M,14742208.0,no_ebook,2,2010.0,False,,,/works/OL21443649W,['eng'],False,Random,,,,,,,,,,,thriller
['OL6233410A'],['Mike Pettit'],,,no_ebook,2,2010.0,False,,,/works/OL21450527W,['eng'],False,Honorable Revenge,,,,,,,,,,,thriller
['OL8216331A'],['Berit Beth'],OL29089296M,14348992.0,borrowable,2,2011.0,True,['likefeathereroti0000beth'],"['inlibrary', 'internetarchivebooks', 'printdisabled']",/works/OL21471352W,['eng'],False,Like a Feather,OL29089296M,likefeathereroti0000beth,,,,,,,,,thriller
['OL1349066A'],['David Jackson'],OL29131382M,11643282.0,printdisabled,2,2013.0,True,['helper0000jack'],"['internetarchivebooks', 'printdisabled']",/works/OL21493768W,['eng'],False,Helper,,,,,,,,,,,thriller
['OL3752763A'],['Dom Testa'],,,no_ebook,2,2020.0,False,,,/works/OL22196753W,['eng'],False,God Maker,,,,,,,,,,,thriller
['OL92913A'],['Carlene Thompson'],OL30106982M,10432748.0,borrowable,2,2005.0,True,"['lessecretssontet0000thom', 'lessecretssontet0000thom_n4d8']","['inlibrary', 'internetarchivebooks', 'printdisabled']",/works/OL22064983W,['fre'],False,Les secrets sont éternels,OL30106982M,lessecretssontet0000thom,,,,,,,,,thriller
['OL16034794A'],['Sabrina Vale'],,,no_ebook,2,2025.0,False,,,/works/OL44594204W,['eng'],False,Ashes of Desire,,,,,,,,,,,thriller
['OL13793858A'],['George L. Fleming'],,,no_ebook,2,2020.0,False,,,/works/OL38332272W,['eng'],False,Don Coyote,,,,,,,,,,,thriller
['OL8380098A'],['Alan Refkin'],,,no_ebook,2,2024.0,False,,,/works/OL38377405W,['eng'],False,Archangel,,,,,,,,,,,thriller
